Date,Timestamp,Open,High,Low,Close,Volume
20180115,21:45:00,1.22658,1.22665,1.22634,1.22634,963.780005194247
20180115,22:00:00,1.22634,1.22661,1.22634,1.22656,378.70000064373
20180115,22:15:00,1.22657,1.22658,1.22627,1.22643,688.590006828308
20180115,22:30:00,1.22642,1.22672,1.2264,1.22663,708.179999709129
20180115,22:45:00,1.22664,1.22667,1.2264,1.22641,997.190002799034
20180115,23:00:00,1.22642,1.22676,1.22612,1.22662,1458.92999818921
20180115,23:15:00,1.22662,1.22727,1.22657,1.22716,935.979997634888
20180115,23:30:00,1.22715,1.22749,1.22678,1.22678,1261.76999795437
20180115,23:45:00,1.22678,1.22691,1.22637,1.22665,1274.20000588894
20180116,00:00:00,1.22666,1.22695,1.2264,1.2265,2346.55000686646
20180116,00:15:00,1.22649,1.22696,1.22643,1.22682,1385.21000277996
20180116,00:30:00,1.22682,1.22696,1.2265,1.22651,1213.2200037241
20180116,00:45:00,1.22651,1.22671,1.22605,1.22619,2628.18999385834
20180116,01:00:00,1.22622,1.22627,1.22497,1.22502,3046.80999910831
20180116,01:15:00,1.22502,1.22551,1.22478,1.22541,2268.87000083923
20180116,01:30:00,1.2254,1.2259,1.22535,1.22583,1473.45999753475
20180116,01:45:00,1.22583,1.22659,1.22567,1.22654,1810.02000451088
20180116,02:00:00,1.22654,1.22654,1.22592,1.22615,1732.68000686169
20180116,02:15:00,1.22613,1.22702,1.22612,1.22671,2318.83001148701
20180116,02:30:00,1.22671,1.22797,1.22668,1.22728,2715.06000304222
20180116,02:45:00,1.22728,1.22752,1.22675,1.22679,2232.51001024246
20180116,03:00:00,1.22679,1.22679,1.22631,1.22637,1771.53001058102
20180116,03:15:00,1.22638,1.22683,1.22634,1.22677,1071.95999789238
20180116,03:30:00,1.22674,1.22693,1.22567,1.22575,2403.69000291824
20180116,03:45:00,1.22576,1.22588,1.22552,1.22574,1679.68999373913
20180116,04:00:00,1.22575,1.22638,1.22574,1.22632,1212.84000372887
20180116,04:15:00,1.22631,1.22651,1.226,1.22642,1168.50000572205
20180116,04:30:00,1.22641,1.22702,1.22638,1.22665,962.700002193451
20180116,04:45:00,1.22663,1.22698,1.22649,1.2267,1831.47999823093
20180116,05:00:00,1.2267,1.22699,1.22667,1.22681,1565.53000235558
20180116,05:15:00,1.22681,1.22686,1.22643,1.2265,1274.44000399113
20180116,05:30:00,1.2265,1.2268,1.2263,1.22635,1267.25000393391
20180116,05:45:00,1.22635,1.22645,1.22614,1.22626,1618.2499973774
20180116,06:00:00,1.22627,1.2264,1.22583,1.22626,2253.23999774456
20180116,06:15:00,1.22626,1.22686,1.22615,1.22669,1784.19000267982
20180116,06:30:00,1.2267,1.22828,1.2267,1.22744,3874.90000545979
20180116,06:45:00,1.22744,1.22764,1.22665,1.22673,2372.2000067234
20180116,07:00:00,1.2267,1.22677,1.22158,1.22282,6046.33000075817
20180116,07:15:00,1.22284,1.22455,1.22196,1.2237,6043.79000246525
20180116,07:30:00,1.22374,1.22446,1.22257,1.22416,4570.26999795437
20180116,07:45:00,1.22414,1.22481,1.22387,1.22466,3744.79000806808
20180116,08:00:00,1.22465,1.22674,1.22451,1.22583,4823.230006814
20180116,08:15:00,1.22582,1.22583,1.22512,1.22553,3598.61000537872
20180116,08:30:00,1.22552,1.22553,1.2235,1.22355,3703.97000193596
20180116,08:45:00,1.22356,1.22359,1.22226,1.22357,4481.06001353264
20180116,09:00:00,1.22359,1.22409,1.22329,1.2234,4055.88999891281
20180116,09:15:00,1.22337,1.22337,1.22254,1.2227,4255.3400028944
20180116,09:30:00,1.22268,1.22358,1.2222,1.22357,4147.20000886917
20180116,09:45:00,1.22357,1.2238,1.22306,1.22331,3292.60000801086
20180116,10:00:00,1.22332,1.22351,1.22239,1.22283,2963.88000273705
20180116,10:15:00,1.22282,1.22371,1.22253,1.22325,3267.9400036335
20180116,10:30:00,1.22324,1.22386,1.22046,1.2211,5076.60000991821
20180116,10:45:00,1.22109,1.22141,1.22014,1.22128,3904.39000451565
20180116,11:00:00,1.2213,1.22158,1.22049,1.22085,3338.38999915123
20180116,11:15:00,1.22084,1.2219,1.22084,1.22118,2224.52000105381
20180116,11:30:00,1.22119,1.22238,1.22112,1.2222,2658.49999964237
20180116,11:45:00,1.2222,1.22224,1.22153,1.22153,2475.779992342
20180116,12:00:00,1.22152,1.22295,1.22145,1.22284,2770.95999670029
20180116,12:15:00,1.22283,1.2233,1.22257,1.22303,3179.75000238419
20180116,12:30:00,1.22303,1.22344,1.22286,1.22337,2919.48999774456
20180116,12:45:00,1.22335,1.22402,1.2231,1.22322,3432.2100071907
20180116,13:00:00,1.22325,1.22357,1.2229,1.22293,3342.58999836445
20180116,13:15:00,1.22294,1.223,1.222,1.22233,4114.86000561714
20180116,13:30:00,1.22235,1.2227,1.22211,1.22241,3412.54000961781
20180116,13:45:00,1.22241,1.22245,1.22119,1.22183,3585.2900031805
20180116,14:00:00,1.22182,1.22184,1.21952,1.22011,5591.31001245975
20180116,14:15:00,1.22011,1.22078,1.22005,1.22055,2893.40000545979
20180116,14:30:00,1.22058,1.22126,1.22021,1.22033,3080.05001068115
20180116,14:45:00,1.22033,1.22147,1.21993,1.22089,3983.46999752522
20180116,15:00:00,1.22088,1.22209,1.2207,1.22202,4158.90000796318
20180116,15:15:00,1.22201,1.22255,1.22155,1.22158,3841.22000384331
20180116,15:30:00,1.2216,1.22249,1.22157,1.22222,3521.45000171661
20180116,15:45:00,1.22223,1.22338,1.22221,1.22293,4135.34999668598
20180116,16:00:00,1.22291,1.22358,1.22266,1.22342,3908.30001032352
20180116,16:15:00,1.22341,1.2237,1.22251,1.22274,2972.61000645161
20180116,16:30:00,1.22274,1.22332,1.22258,1.22318,2768.67999899387
20180116,16:45:00,1.22318,1.22483,1.22286,1.22441,3124.69999802113
20180116,17:00:00,1.2244,1.22454,1.22407,1.2243,3129.67999374866
20180116,17:15:00,1.2243,1.2243,1.22345,1.22351,3294.31998668611
20180116,17:30:00,1.2235,1.22392,1.2233,1.22375,2676.86999964714
20180116,17:45:00,1.22375,1.2244,1.22369,1.22435,2969.80999922752
20180116,18:00:00,1.22435,1.22471,1.2243,1.22438,2344.29999744892
20180116,18:15:00,1.22438,1.22577,1.22431,1.22573,2278.8899974823
20180116,18:30:00,1.22572,1.22605,1.22535,1.22597,2664.60999703407
20180116,18:45:00,1.22597,1.22692,1.22586,1.22671,3230.10000038147
20180116,19:00:00,1.22672,1.22702,1.22634,1.22685,3140.48999202251
20180116,19:15:00,1.22685,1.22807,1.22683,1.22787,3580.51000416279
20180116,19:30:00,1.22786,1.22787,1.22711,1.22721,3116.82000935078
20180116,19:45:00,1.22722,1.22737,1.22682,1.22719,3514.87000572681
20180116,20:00:00,1.22717,1.22719,1.22672,1.22686,2755.14000284672
20180116,20:15:00,1.22686,1.2274,1.2267,1.2271,2741.0700032711
20180116,20:30:00,1.2271,1.22732,1.2268,1.22681,2377.98000729084
20180116,20:45:00,1.22681,1.22695,1.22649,1.22665,2500.61000553519
20180116,21:00:00,1.22664,1.22664,1.22619,1.22625,1388.49000175297
20180116,21:15:00,1.22626,1.22644,1.22612,1.22639,1004.74000811577
20180116,21:30:00,1.22637,1.22647,1.22595,1.22595,1462.14000427723
20180116,21:45:00,1.22596,1.22603,1.2254,1.22601,2034.84000402689
20180116,22:00:00,1.22595,1.22613,1.22559,1.22601,602.820005774498
20180116,22:15:00,1.22599,1.22629,1.22592,1.22619,872.690006256104
20180116,22:30:00,1.2262,1.22633,1.22604,1.22631,445.210002303123
20180116,22:45:00,1.22632,1.22632,1.22541,1.2256,1286.11000466347
20180116,23:00:00,1.2256,1.2264,1.22559,1.22634,1110.56000709534
20180116,23:15:00,1.22634,1.22657,1.22611,1.22656,653.709999442101
20180116,23:30:00,1.22655,1.22769,1.22643,1.22706,1691.87999677658
20180116,23:45:00,1.22705,1.22725,1.22671,1.22707,1042.59000003338
20180117,00:00:00,1.22707,1.22711,1.22639,1.22672,2021.47999872267
20180117,00:15:00,1.22673,1.22725,1.22641,1.22686,1684.3800085783
20180117,00:30:00,1.22686,1.22932,1.22672,1.22924,2283.29000341892
20180117,00:45:00,1.22924,1.23231,1.22856,1.2303,5323.79001879692
20180117,01:00:00,1.23034,1.23058,1.2292,1.2298,3858.13000845909
20180117,01:15:00,1.22979,1.22989,1.2286,1.22883,3476.02000808716
20180117,01:30:00,1.22883,1.22942,1.22854,1.22889,2386.95001530647
20180117,01:45:00,1.22889,1.2294,1.22868,1.22905,1977.09000980854
20180117,02:00:00,1.22906,1.2297,1.22815,1.2284,2892.3100155592
20180117,02:15:00,1.22838,1.22859,1.22755,1.22779,2175.47000455856
20180117,02:30:00,1.22778,1.22822,1.22769,1.22811,1827.88000237942
20180117,02:45:00,1.22812,1.22835,1.22672,1.2268,2307.37000989914
20180117,03:00:00,1.2268,1.22708,1.22593,1.22672,2889.08000612259
20180117,03:15:00,1.22672,1.22701,1.22655,1.22677,1621.93000376225
20180117,03:30:00,1.22677,1.22706,1.22609,1.22701,1931.20000445843
20180117,03:45:00,1.22701,1.22753,1.22666,1.22674,1667.46000862122
20180117,04:00:00,1.22673,1.22693,1.22651,1.22689,1762.92000043392
20180117,04:15:00,1.22688,1.22699,1.22663,1.22676,1338.2500064373
20180117,04:30:00,1.22678,1.22692,1.22574,1.22611,2044.61001467705
20180117,04:45:00,1.2261,1.22623,1.22484,1.22494,2611.63000452518
20180117,05:00:00,1.22499,1.22535,1.22458,1.22501,2546.90000796318
20180117,05:15:00,1.22501,1.2254,1.22391,1.22393,1863.11000061035
20180117,05:30:00,1.22397,1.22478,1.22385,1.22476,2387.76999902725
20180117,05:45:00,1.22477,1.22482,1.22372,1.22443,2079.33000421524
20180117,06:00:00,1.22443,1.22479,1.22402,1.22424,2336.19000506401
20180117,06:15:00,1.22425,1.22511,1.22419,1.22452,2021.10001432896
20180117,06:30:00,1.22452,1.22471,1.2238,1.22439,2670.10000300407
20180117,06:45:00,1.2244,1.22469,1.2215,1.22201,3668.65000581741
20180117,07:00:00,1.22203,1.22322,1.22173,1.22281,4042.89000964165
20180117,07:15:00,1.22282,1.22301,1.22166,1.22281,4204.64000976086
20180117,07:30:00,1.22282,1.2235,1.2215,1.2215,4232.00000417233
20180117,07:45:00,1.22152,1.22189,1.22083,1.22173,4244.96000039577
20180117,08:00:00,1.22176,1.22388,1.2216,1.22324,4605.44999611378
20180117,08:15:00,1.22329,1.22439,1.22315,1.22371,3619.65000033379
20180117,08:30:00,1.22371,1.22378,1.22216,1.22234,4062.0800062418
20180117,08:45:00,1.22235,1.22328,1.22112,1.22264,4328.10001277924
20180117,09:00:00,1.22263,1.22265,1.22164,1.22264,3004.55001080036
20180117,09:15:00,1.22264,1.2238,1.22252,1.22372,3812.10000431538
20180117,09:30:00,1.22372,1.22407,1.22325,1.2238,2814.90999722481
20180117,09:45:00,1.2238,1.22435,1.22299,1.22367,3388.7899954319
20180117,10:00:00,1.22367,1.22497,1.22357,1.22448,3839.35000479221
20180117,10:15:00,1.22447,1.22456,1.2236,1.22425,3322.28000462055
20180117,10:30:00,1.22425,1.22465,1.2236,1.22372,2727.39000141621
20180117,10:45:00,1.22372,1.22376,1.22322,1.22345,2921.16999733448
20180117,11:00:00,1.22345,1.2237,1.2231,1.22326,2276.0299936533
20180117,11:15:00,1.22327,1.22347,1.2215,1.22153,3078.70999979973
20180117,11:30:00,1.22153,1.2218,1.2212,1.22155,3414.09000575542
20180117,11:45:00,1.22155,1.22185,1.22051,1.22067,2932.40000927448
20180117,12:00:00,1.22067,1.22125,1.22036,1.22122,3145.78000307083
20180117,12:15:00,1.22121,1.22141,1.22092,1.22119,2350.21000576019
20180117,12:30:00,1.2212,1.22134,1.22012,1.22064,3138.2100019455
20180117,12:45:00,1.22067,1.22136,1.22052,1.22096,2992.29999876022
20180117,13:00:00,1.22096,1.22109,1.21964,1.22033,4559.19999420643
20180117,13:15:00,1.22029,1.22085,1.22004,1.2208,3330.34999465942
20180117,13:30:00,1.22081,1.22216,1.22074,1.22211,3284.89999520779
20180117,13:45:00,1.22211,1.2223,1.22166,1.2219,3785.32999384403
20180117,14:00:00,1.22193,1.22238,1.22124,1.22223,4190.41000163555
20180117,14:15:00,1.22226,1.22275,1.22179,1.2223,3741.56000173092
20180117,14:30:00,1.22228,1.22296,1.22181,1.22262,4940.82000017166
20180117,14:45:00,1.22262,1.22288,1.22186,1.22216,4133.14000463486
20180117,15:00:00,1.22215,1.22278,1.22162,1.22251,4157.92001223564
20180117,15:15:00,1.2225,1.22369,1.22232,1.22352,4496.14001536369
20180117,15:30:00,1.22351,1.22405,1.22307,1.2235,3979.7099994421
20180117,15:45:00,1.22351,1.22457,1.22346,1.22423,3643.65000700951
20180117,16:00:00,1.22425,1.22447,1.2236,1.22408,4959.8100092411
20180117,16:15:00,1.22408,1.22428,1.22326,1.22326,4193.84000468254
20180117,16:30:00,1.22328,1.22343,1.22255,1.22314,3818.35999333858
20180117,16:45:00,1.22315,1.22353,1.22268,1.22283,3003.46999382973
20180117,17:00:00,1.22283,1.22339,1.22272,1.22316,2823.56000387669
20180117,17:15:00,1.22316,1.22387,1.22316,1.22378,3434.97999584675
20180117,17:30:00,1.2238,1.22407,1.22341,1.22381,2707.4399998188
20180117,17:45:00,1.22381,1.22531,1.22373,1.22517,3547.67999172211
20180117,18:00:00,1.22516,1.2264,1.22498,1.2263,3970.56000959873
20180117,18:15:00,1.2263,1.22682,1.22611,1.22651,3471.08999729156
20180117,18:30:00,1.22648,1.22815,1.22646,1.22797,3891.44000673294
20180117,18:45:00,1.22796,1.22881,1.22761,1.2277,3294.19000852108
20180117,19:00:00,1.22768,1.2277,1.22652,1.2266,3731.46000921726
20180117,19:15:00,1.22659,1.22682,1.22601,1.22623,3668.9200079143
20180117,19:30:00,1.22623,1.22639,1.22549,1.22571,3729.5100120306
20180117,19:45:00,1.2257,1.22572,1.22355,1.22376,4510.87001991272
20180117,20:00:00,1.22374,1.22381,1.22184,1.22249,4695.03001379967
20180117,20:15:00,1.22251,1.22255,1.22139,1.22216,4066.02000713348
20180117,20:30:00,1.22215,1.22248,1.2216,1.22182,2806.05001294613
20180117,20:45:00,1.22182,1.22189,1.22085,1.22128,2839.70000474155
20180117,21:00:00,1.22131,1.22175,1.22067,1.22135,1831.69000984728
20180117,21:15:00,1.22135,1.22135,1.22062,1.22073,1377.9800055027
20180117,21:30:00,1.22071,1.22081,1.22021,1.22032,1907.8600063324
20180117,21:45:00,1.2203,1.2203,1.2177,1.21851,3199.01002383232
20180117,22:00:00,1.21846,1.21874,1.21803,1.21872,1082.73000203073
20180117,22:15:00,1.21873,1.21917,1.21846,1.2186,1475.66001319885
20180117,22:30:00,1.2186,1.21868,1.2177,1.2177,1294.3000112772
20180117,22:45:00,1.2177,1.21771,1.2165,1.21652,1372.01000487804
20180117,23:00:00,1.21655,1.21835,1.21655,1.21832,1370.44000601768
20180117,23:15:00,1.21832,1.21878,1.2183,1.21843,1207.79000377655
20180117,23:30:00,1.21843,1.21877,1.21843,1.21862,746.990003585815
20180117,23:45:00,1.21862,1.21878,1.21793,1.21802,1143.58999884129
20180118,00:00:00,1.21804,1.22037,1.21791,1.22004,3151.37000930309
20180118,00:15:00,1.22008,1.22038,1.21942,1.22009,2026.61999952793
20180118,00:30:00,1.22009,1.2204,1.21847,1.21848,3646.97001492977
20180118,00:45:00,1.21844,1.21929,1.21838,1.21898,3074.85001385212
20180118,01:00:00,1.21899,1.21936,1.21797,1.21906,3173.4300134182
20180118,01:15:00,1.21908,1.21969,1.21888,1.2194,1894.12000310421
20180118,01:30:00,1.21941,1.2195,1.21859,1.21866,1542.72000741959
20180118,01:45:00,1.21866,1.21943,1.21847,1.21929,1948.18000745773
20180118,02:00:00,1.21931,1.21983,1.21927,1.21973,1873.55000245571
20180118,02:15:00,1.21974,1.22012,1.21908,1.21938,2075.28000497818
20180118,02:30:00,1.21938,1.21957,1.2191,1.21955,1596.40000808239
20180118,02:45:00,1.21955,1.2197,1.21929,1.2194,1197.5900042057
20180118,03:00:00,1.21939,1.2195,1.21861,1.2188,2076.20001256466
20180118,03:15:00,1.2188,1.21903,1.2186,1.21875,1265.19000256062
20180118,03:30:00,1.21877,1.21887,1.21814,1.2182,1255.14000284672
20180118,03:45:00,1.21819,1.21841,1.21734,1.21796,2342.69000148773
20180118,04:00:00,1.21797,1.21874,1.2179,1.21851,1639.63000929356
20180118,04:15:00,1.21849,1.21936,1.21836,1.21918,1474.58000528812
20180118,04:30:00,1.21918,1.21939,1.21901,1.21924,2347.40000081062
20180118,04:45:00,1.21923,1.21967,1.21909,1.2195,1879.9700101614
20180118,05:00:00,1.21948,1.21995,1.2194,1.21977,1709.05000507832
20180118,05:15:00,1.21979,1.22071,1.21966,1.22007,2593.91000950336
20180118,05:30:00,1.22007,1.22052,1.21986,1.22006,1360.92001080513
20180118,05:45:00,1.22005,1.22089,1.21987,1.22067,2185.00000810623
20180118,06:00:00,1.22068,1.22091,1.2202,1.22076,1986.34999895096
20180118,06:15:00,1.22076,1.22084,1.21961,1.21979,1983.56000590324
20180118,06:30:00,1.21979,1.22065,1.21964,1.22047,2192.76999866962
20180118,06:45:00,1.22047,1.22097,1.22021,1.22075,2043.23000323772
20180118,07:00:00,1.22075,1.22119,1.21903,1.21931,3434.69000816345
20180118,07:15:00,1.21931,1.21985,1.21867,1.21867,3212.80000293255
20180118,07:30:00,1.21867,1.22021,1.21864,1.22015,3690.36000096798
20180118,07:45:00,1.22014,1.22073,1.21964,1.22065,3615.29000353813
20180118,08:00:00,1.22066,1.22172,1.22057,1.22134,3813.86001384258
20180118,08:15:00,1.22135,1.22161,1.22077,1.22085,3056.29999744892
20180118,08:30:00,1.22088,1.22174,1.22088,1.22138,3081.4600071907
20180118,08:45:00,1.22138,1.22138,1.22018,1.22037,3460.14001381397
20180118,09:00:00,1.22038,1.2206,1.2196,1.2206,3558.84000849724
20180118,09:15:00,1.22059,1.22142,1.22044,1.22139,2852.00000154972
20180118,09:30:00,1.22138,1.22178,1.22061,1.22089,3192.35000181198
20180118,09:45:00,1.2209,1.22169,1.22086,1.22143,2946.45000815392
20180118,10:00:00,1.22144,1.22167,1.22122,1.22161,2955.25999951363
20180118,10:15:00,1.22161,1.22236,1.22143,1.22145,2742.68999958038
20180118,10:30:00,1.22147,1.22279,1.22142,1.22268,2704.59000551701
20180118,10:45:00,1.22267,1.22295,1.22224,1.22278,2715.04000067711
20180118,11:00:00,1.22277,1.22357,1.22272,1.22347,2656.8400015831
20180118,11:15:00,1.22346,1.22404,1.2233,1.22371,2773.18000483513
20180118,11:30:00,1.22371,1.2247,1.22364,1.22448,3136.98999285698
20180118,11:45:00,1.22448,1.22467,1.22397,1.22397,3033.62999415398
20180118,12:00:00,1.22399,1.22521,1.22363,1.22501,4043.35999858379
20180118,12:15:00,1.22502,1.22525,1.22427,1.22517,3197.19998538494
20180118,12:30:00,1.22516,1.22519,1.22415,1.2242,2948.43999087811
20180118,12:45:00,1.22421,1.22421,1.2234,1.22395,3765.43000125885
20180118,13:00:00,1.22395,1.22406,1.22324,1.22345,3153.7500026226
20180118,13:15:00,1.22345,1.22346,1.22273,1.22324,3160.05000650883
20180118,13:30:00,1.22324,1.22461,1.2231,1.22432,4081.36999559402
20180118,13:45:00,1.22432,1.225,1.22356,1.22492,3774.05998957157
20180118,14:00:00,1.22491,1.22519,1.22432,1.22448,3414.29000508785
20180118,14:15:00,1.22449,1.22489,1.22418,1.22434,3608.70999634266
20180118,14:30:00,1.22436,1.22589,1.22426,1.22589,4353.85999488831
20180118,14:45:00,1.22587,1.22648,1.22562,1.22606,3901.70999789238
20180118,15:00:00,1.22605,1.22605,1.22526,1.22572,4075.98001611233
20180118,15:15:00,1.22572,1.22587,1.22494,1.22495,3345.10000574589
20180118,15:30:00,1.22494,1.22497,1.22325,1.22333,4547.12998664379
20180118,15:45:00,1.22334,1.22446,1.22308,1.22391,4755.63002240658
20180118,16:00:00,1.22389,1.224,1.22265,1.22281,4004.15000963211
20180118,16:15:00,1.22281,1.22539,1.22281,1.22468,4863.29001641273
20180118,16:30:00,1.22467,1.22467,1.22375,1.22451,3706.5800011158
20180118,16:45:00,1.22453,1.22482,1.22376,1.22376,3745.84001302719
20180118,17:00:00,1.22378,1.22499,1.22378,1.22496,2942.2999945879
20180118,17:15:00,1.22497,1.22552,1.22451,1.22502,2695.48001098633
20180118,17:30:00,1.22502,1.22552,1.22301,1.22322,3220.87001228333
20180118,17:45:00,1.22321,1.22363,1.22205,1.22282,3246.09000146389
20180118,18:00:00,1.22283,1.22357,1.22245,1.2226,3168.20000708103
20180118,18:15:00,1.22261,1.22293,1.22198,1.22261,3646.44000279903
20180118,18:30:00,1.22258,1.22332,1.222,1.22326,2909.48000311852
20180118,18:45:00,1.22327,1.22327,1.22244,1.22258,2229.43000209332
20180118,19:00:00,1.22262,1.22335,1.22248,1.22327,2889.63000535965
20180118,19:15:00,1.22326,1.22371,1.22322,1.2235,2518.05999898911
20180118,19:30:00,1.22351,1.22435,1.22351,1.22434,2357.50000023842
20180118,19:45:00,1.22436,1.22447,1.22381,1.22433,2710.75999820232
20180118,20:00:00,1.22435,1.22472,1.22381,1.22382,2733.98000705242
20180118,20:15:00,1.22382,1.22406,1.2227,1.22272,2784.61000561714
20180118,20:30:00,1.22271,1.22343,1.22262,1.22311,2245.53000664711
20180118,20:45:00,1.22311,1.22393,1.2231,1.22386,2285.73000255227
20180118,21:00:00,1.22385,1.22404,1.22373,1.22389,1057.28000047803
20180118,21:15:00,1.22388,1.22404,1.22369,1.22396,1162.39000689983
20180118,21:30:00,1.22396,1.22429,1.22387,1.22424,1455.27001059055
20180118,21:45:00,1.22424,1.22429,1.22365,1.22377,1223.56001085043
20180118,22:00:00,1.22374,1.22389,1.22339,1.22379,501.580003976822
20180118,22:15:00,1.22378,1.22442,1.22361,1.22409,1027.3900141716
20180118,22:30:00,1.22409,1.22438,1.2239,1.22412,811.990007519722
20180118,22:45:00,1.22412,1.22424,1.224,1.22405,1229.95000052452
20180118,23:00:00,1.22404,1.22451,1.22393,1.22411,1044.57000637054
20180118,23:15:00,1.22412,1.22462,1.22409,1.22429,774.29000544548
20180118,23:30:00,1.22429,1.22436,1.22386,1.22394,1203.88999676704
20180118,23:45:00,1.22394,1.22404,1.22317,1.2234,1329.13999724388
20180119,00:00:00,1.2234,1.22428,1.2234,1.22406,1870.72000622749
20180119,00:15:00,1.22406,1.22536,1.224,1.22511,2104.8000087738
20180119,00:30:00,1.22512,1.22512,1.2233,1.22422,2528.02000820637
20180119,00:45:00,1.22421,1.22421,1.22321,1.22367,2979.61001396179
20180119,01:00:00,1.22366,1.22429,1.22363,1.2242,2528.90001165867
20180119,01:15:00,1.22418,1.22455,1.22324,1.22357,2737.33000648022
20180119,01:30:00,1.22359,1.22421,1.22322,1.22405,2235.9200129509
20180119,01:45:00,1.22404,1.2244,1.22384,1.22433,2070.42000293732
20180119,02:00:00,1.22435,1.22559,1.22423,1.22474,2850.14001357555
20180119,02:15:00,1.22477,1.22541,1.22456,1.22463,2218.28001153469
20180119,02:30:00,1.22463,1.22475,1.224,1.22423,2689.83001196384
20180119,02:45:00,1.22422,1.22463,1.22403,1.22445,2381.85001349449
20180119,03:00:00,1.22447,1.22483,1.22434,1.2247,2205.89001905918
20180119,03:15:00,1.22471,1.2265,1.2247,1.22616,2960.10001540184
20180119,03:30:00,1.22617,1.22701,1.22598,1.22648,2881.80001056194
20180119,03:45:00,1.22648,1.22692,1.22631,1.22668,2154.39999496937
20180119,04:00:00,1.22668,1.22668,1.22599,1.22615,2114.96000242233
20180119,04:15:00,1.22615,1.22657,1.226,1.22626,1534.32000374794
20180119,04:30:00,1.22626,1.22636,1.22593,1.2263,1647.59000051022
20180119,04:45:00,1.22631,1.22635,1.22603,1.22623,898.800000190735
20180119,05:00:00,1.22624,1.22637,1.22595,1.22601,1021.000005126
20180119,05:15:00,1.22601,1.22607,1.2253,1.2257,1673.42000174522
20180119,05:30:00,1.22571,1.22621,1.22555,1.22611,1716.15000927448
20180119,05:45:00,1.22612,1.22621,1.22574,1.22606,1403.57000041008
20180119,06:00:00,1.22605,1.22683,1.22577,1.22638,2280.89000427723
20180119,06:15:00,1.22637,1.22651,1.22589,1.22646,1541.60000371933
20180119,06:30:00,1.22645,1.22668,1.22573,1.22605,2210.95001351833
20180119,06:45:00,1.22605,1.22659,1.22574,1.2259,2501.21001136303
20180119,07:00:00,1.22591,1.22623,1.22513,1.22564,3365.11000216007
20180119,07:15:00,1.22564,1.22659,1.22527,1.22651,3161.09001159668
20180119,07:30:00,1.22653,1.22789,1.22617,1.22786,4051.16000711918
20180119,07:45:00,1.22786,1.22786,1.22702,1.2272,3483.32000979781
20180119,08:00:00,1.22718,1.22721,1.2262,1.22689,4066.56001770496
20180119,08:15:00,1.22687,1.22778,1.22674,1.22775,3523.22000646591
20180119,08:30:00,1.22775,1.22785,1.22688,1.22708,2642.96000373363
20180119,08:45:00,1.22709,1.22847,1.22706,1.2283,3629.21000397205
20180119,09:00:00,1.2283,1.22836,1.2265,1.22667,3243.38999727368
20180119,09:15:00,1.22666,1.22821,1.22657,1.22792,3194.37000453472
20180119,09:30:00,1.2279,1.22953,1.22736,1.22828,5045.76999866962
